station,meas_wse
3480.098,347.267
3479.098,347.227
3478.098,347.267
3477.098,347.267
3476.097,347.247
3475.097,347.227
3474.097,347.227
3473.097,347.267
3472.097,347.237
3471.096,347.267
3470.096,347.227
3469.096,347.267
3468.096,347.167
3467.096,347.217
3466.095,347.202
3465.095,347.257
3464.095,347.177
3463.095,347.227
3462.095,347.227
3461.094,347.172
3460.094,347.227
3459.094,347.217
3458.094,347.167
3457.094,347.167
3456.093,347.167
3455.093,347.212
3454.093,347.182
3453.093,347.167
3452.093,347.167
3451.092,347.167
3450.092,347.167
3449.092,347.177
3448.092,347.232
3447.092,347.267
3446.091,347.267
3445.091,347.252
3444.091,347.177
3443.091,347.267
3442.091,347.167
3441.09,347.167
3440.09,347.187
3439.09,347.227
3438.09,347.227
3437.09,347.227
3436.089,347.167
3435.089,347.167
3434.089,347.167
3433.089,347.167
3432.089,347.217
3431.088,347.167
3430.088,347.262
3429.088,347.237
3428.088,347.227
3427.088,347.227
3426.087,347.202
3425.087,347.232
3424.087,347.192
3423.087,347.167
3422.087,347.167
3421.086,347.227
3420.086,347.167
3419.086,347.207
3418.086,347.267
3417.086,347.197
3416.085,347.227
3415.085,347.222
3414.085,347.167
3413.085,347.177
3412.085,347.192
3411.084,347.167
3410.084,347.227
3409.084,347.197
3408.084,347.187
3407.084,347.227
3406.083,347.167
3405.083,347.207
3404.083,347.227
3403.083,347.267
3402.083,347.227
3401.082,347.247
3400.082,347.167
3399.082,347.167
3398.082,347.227
3397.082,347.207
3396.081,347.167
3395.081,347.197
3394.081,347.217
3393.081,347.217
3392.081,347.227
3391.08,347.227
3390.08,347.227
3389.08,347.227
3388.08,347.227
3387.08,347.167
3386.079,347.267
3385.079,347.217
3384.079,347.217
3383.079,347.207
3382.079,347.247
3381.078,347.227
3380.078,347.167
3379.078,347.222
3378.078,347.217
3377.078,347.167
3376.077,347.192
3375.077,347.237
3374.077,347.252
3373.077,347.227
3372.077,347.227
3371.076,347.267
3370.076,347.227
3369.076,347.267
3368.076,347.242
3367.076,347.227
3366.075,347.187
3365.075,347.207
3364.075,347.167
3363.075,347.167
3362.075,347.167
3361.074,347.217
3360.074,347.187
3359.074,347.247
3358.074,347.207
3357.074,347.187
3356.073,347.167
3355.073,347.167
3354.073,347.167
3353.073,347.202
3352.073,347.167
3351.072,347.187
3350.072,347.187
3349.072,347.167
3348.072,347.167
3347.072,347.197
3346.071,347.167
3345.071,347.257
3344.071,347.267
3343.071,347.247
3342.071,347.267
3341.07,347.237
3340.07,347.167
3339.07,347.207
