slope,manning_n,score,wse_rmse_m,wse_bias_m,velocity_rmse_ms,velocity_bias_ms,n_wse,n_velocity
3.83641211819922e-05,0.05,0.7014190805830833,0.6237366167169486,0.29915766366439694,0.07768246386613471,-0.03502334098697686,4715,4
0.00010259855680060184,0.05,0.7035696233834681,0.6299282939631723,-0.15516746117012675,0.07364132942029579,0.02519731759047296,4715,4
6.273837315547647e-05,0.065,0.7088316983143371,0.6303529732930673,0.3156358961801047,0.07847872502126989,-0.036759374749935195,4715,4
3e-05,0.045,0.7093777634135782,0.6308419324298697,0.31680948832232564,0.07853583098370844,-0.036881086170252576,4715,4
3.83641211819922e-05,0.030000000000000002,0.7107382464447225,0.6361233380424377,-0.17051528875210806,0.07461490840228474,0.02790621249444874,4715,4
0.0002743830311563958,0.08,0.7118606455619667,0.6370898441312122,-0.17282362133497037,0.07477080143075451,0.028318950823637314,4715,4
0.00035088212858554386,0.09,0.7138963632131203,0.6388387460123623,-0.17697258225410362,0.07505761720075795,0.029065170564611262,4715,4
0.00013120344887319337,0.055,0.7141419623858319,0.6390491944561424,-0.17747189103237876,0.07509276792968952,0.029155502000053325,4715,4
0.00021456221805898323,0.07,0.7160237277599072,0.6406599742232355,-0.18126735484384973,0.07536375353667164,0.029844087991561276,4715,4
8.02300850165915e-05,0.07500000000000001,0.7185994317821939,0.6391174058550761,0.3360549495455849,0.07948202592711777,-0.03885434247913789,4715,4
0.00010259855680060184,0.08499999999999999,0.7197047203086973,0.6401112533596928,0.338297226393011,0.07959346694900447,-0.03908166902298893,4715,4
0.00016778350040221708,0.060000000000000005,0.728902642448389,0.6516133578872016,-0.20585662488265263,0.07728928456118735,0.034402591467095296,4715,4
4.906019313555284e-05,0.060000000000000005,0.7302794265451289,0.6496276157931968,0.359288503892736,0.08065181075193203,-0.04119283394916712,4715,4
3e-05,0.025,0.7352580953575574,0.656968837840469,-0.21731124472077246,0.07828925751708839,0.036585981822546035,4715,4
0.00035088212858554386,0.08499999999999999,0.7378244006609651,0.6591219668909079,-0.22182684396550467,0.07870243377005731,0.037458724260112805,4715,4
0.0002743830311563958,0.07500000000000001,0.7387943094922309,0.6599341471767634,-0.2235196665147907,0.07886016231546761,0.03778775782311552,4715,4
8.02300850165915e-05,0.04,0.7449561184364653,0.6650781251119897,-0.2340778263450585,0.07987799332447552,0.03986065455431858,4715,4
0.00010259855680060184,0.045,0.7473095897815227,0.6670365935488815,-0.23802259460754113,0.08027299623264131,0.040643462213983184,4715,4
6.273837315547647e-05,0.07,0.7475968879547176,0.6652911472545533,0.3915230821144545,0.08230574070016429,-0.044340858947940064,4715,4
0.00021456221805898323,0.065,0.7478409970984585,0.6674783366808946,-0.2389069595761006,0.08036266041756389,0.04081959495677681,4715,4
6.273837315547647e-05,0.035,0.7497808381581512,0.6690894579608516,-0.24211585829047777,0.08069138019729963,0.04146056738531131,4715,4
3.83641211819922e-05,0.055,0.750385790490038,0.6678226683809494,0.3964989997438182,0.0825631221090886,-0.04481628199853126,4715,4
0.00010259855680060184,0.09,0.7507547738948044,0.6681577259609502,0.3971537132330809,0.08259704793385413,-0.04487877111950159,4715,4
8.02300850165915e-05,0.08,0.7538329663014024,0.6709541730108958,0.4025810338794219,0.0828787932905066,-0.04539640139351672,4715,4
0.00013120344887319337,0.05,0.7554651196969564,0.6737978030547968,-0.25135076825390373,0.0816673166421596,0.04332229770711279,4715,4
4.906019313555284e-05,0.030000000000000002,0.7644721704674561,0.6812126735958736,-0.2656444159052092,0.08325949687158254,0.046242622189071235,4715,4
0.00035088212858554386,0.08,0.7658668276760076,0.6823584909143202,-0.2677850934688878,0.08350833676168733,0.04668750904504242,4715,4
3e-05,0.05,0.7672853319911648,0.6832037229778982,0.42564300526835075,0.08408160901326656,-0.0475611850340057,4715,4
0.0004487094833883728,0.09,0.7683844749597654,0.6844220350549676,-0.27163141747257075,0.08396243990479783,0.047491900055097944,4715,4
0.00016778350040221708,0.055,0.7686894421175796,0.6846716673712492,-0.2720952754877626,0.08401777474633039,0.04758927770112281,4715,4
0.0002743830311563958,0.07,0.7709946328982229,0.6865525328953015,-0.2756096058567382,0.08444210000292143,0.04833157380967881,4715,4
4.906019313555284e-05,0.065,0.7778746659253677,0.6928738800221489,0.4431896786573389,0.08500078590321879,-0.049170551883253866,4715,4
0.00021456221805898323,0.060000000000000005,0.7863622354359949,0.6990032149090639,-0.2983563418999925,0.08735902052693104,0.05324556926623401,4715,4
6.273837315547647e-05,0.07500000000000001,0.7914056758963544,0.7052692006106028,0.4648907153936084,0.08613647528575158,-0.0511171369787176,4715,4
8.02300850165915e-05,0.08499999999999999,0.7929197891131938,0.7066597056179202,0.4672752069958102,0.0862600834952736,-0.05132764973934267,4715,4
3.83641211819922e-05,0.025,0.7938232826716779,0.7050043629656142,-0.30895048611542425,0.08881891970606372,0.055599165786764555,4715,4
0.0004487094833883728,0.08499999999999999,0.7968208349125876,0.7074076840282969,-0.3131362918663171,0.08941315088429068,0.05653989467359387,4715,4
0.00035088212858554386,0.07500000000000001,0.7979544747479281,0.7083144458406917,-0.3147073832485083,0.08964002890723641,0.056895487924093845,4715,4
0.00010259855680060184,0.04,0.8051550580566872,0.7140436208939529,-0.3245254975498266,0.0911114371627343,0.05915214578564449,4715,4
0.00013120344887319337,0.045,0.8078848718736281,0.7162093096948816,-0.3281957236492657,0.09167556217874655,0.06000439141835535,4715,4
3.83641211819922e-05,0.060000000000000005,0.8083462790693723,0.7209222316605586,0.49080976788365577,0.08742404740881374,-0.05328272663189106,4715,4
0.0002743830311563958,0.065,0.8084997888796899,0.7166966734781072,-0.32901854179563583,0.09180311540158274,0.06019615093924187,4715,4
8.02300850165915e-05,0.035,0.8107397545206201,0.718470542628603,-0.3320037434881882,0.09226921189201712,0.060894001196716514,4715,4
0.00016778350040221708,0.05,0.8172655523636594,0.7236258901660902,-0.34059790497664844,0.09363966219756908,0.06292101879649974,4715,4
6.273837315547647e-05,0.030000000000000002,0.8275440750154226,0.7317069639528092,-0.3538482272943034,0.09583711106261344,0.06610073404554516,4715,4
0.0004487094833883728,0.08,0.8291142005474365,0.7329373530810369,-0.35584258972172955,0.09617684746639955,0.06658523864600271,4715,4
0.0005738114998740221,0.09,0.8319552214928853,0.7351612579989659,-0.35943081024538204,0.0967939634939193,0.06746088916757362,4715,4
0.00021456221805898323,0.055,0.8322994592322214,0.7354304791729489,-0.359863700880023,0.09686898005927246,0.06756692986936774,4715,4
4.906019313555284e-05,0.07,0.8328897126271024,0.7436782706777119,0.52670594874664,0.08921144194939058,-0.056197779247141484,4715,4
